NUTS level,NUTS code,Region name,Transaction code,Transaction,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,B.5g,Balance of primary incomes,9554,9750,9895,10931,11460,12039,12282,13287,13974,14412,15351,15120,14788,15296,15523,15063,15831,16859,16371,16522,17237,17556
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,D.61/D.62,Imputed social contributions/Social benefits received,2372,2417,2476,2659,2924,3216,3510,3631,3696,3842,4122,4370,4772,5053,5129,5358,5534,5471,5735,5663,5747,6284
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,D.7,"Other current transfers, received",260,299,316,367,368,370,335,356,331,354,446,393,374,470,519,572,578,535,547,530,568,594
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,NA,Secondary resources total,2632,2716,2792,3026,3291,3586,3845,3987,4028,4196,4568,4763,5146,5523,5648,5929,6113,6006,6282,6193,6315,6878
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,D.5,"Current taxes on income, wealth etc",1243,1416,1527,1595,1697,1768,1799,1908,2070,2189,2343,2347,2186,2239,2209,2133,2193,2162,2145,2168,2291,2351
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,D.61/D.62,Social contributions/Social benefits paid,2162,2125,2067,2460,2535,2739,2905,3282,3464,3518,3800,3582,3551,3704,3912,3529,3685,4332,3698,3763,4055,3978
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,D.7,"Other current transfers, paid",322,371,387,444,450,471,457,496,483,506,590,557,569,692,709,717,760,725,744,745,782,789
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,NA,Secondary uses total,3727,3912,3980,4499,4682,4978,5162,5686,6017,6213,6734,6486,6306,6635,6830,6379,6638,7219,6587,6677,7129,7117
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,NA,Balance of secondary income,-1095,-1196,-1188,-1473,-1390,-1392,-1317,-1699,-1989,-2017,-2166,-1722,-1160,-1112,-1182,-450,-525,-1213,-305,-483,-814,-240
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,B.6g,Gross Disposable Income,8459,8554,8707,9457,10070,10647,10966,11589,11985,12394,13185,13398,13628,14184,14341,14613,15306,15646,16067,16038,16422,17316
NUTS3,UKM94,South Ayrshire,B.2g,Operating surplus,1305,1400,1457,1525,1540,1613,1659,1712,1742,2068,1995,1967,1803,1748,1830,1802,1941,1946,2038,2122,2074,2125
NUTS3,UKM94,South Ayrshire,B.3g,Mixed income,768,798,847,850,869,905,956,1027,1123,1216,1214,1204,1219,1155,1159,1181,1242,1280,1298,1312,1337,1414
NUTS3,UKM94,South Ayrshire,D.1,Compensation of employees,6737,7030,7667,8172,8539,8753,9466,10211,10654,11057,11579,11917,11328,11350,11761,12216,12550,12836,12976,13426,13383,13556
NUTS3,UKM94,South Ayrshire,D.4,"Property income, received",2388,2381,1914,2328,2475,2527,2476,2888,2821,2957,3298,3551,2771,2654,2793,2871,2691,2966,2999,2834,2590,2623
NUTS3,UKM94,South Ayrshire,NA,Primary resources total,11198,11610,11885,12874,13423,13798,14557,15837,16340,17299,18086,18639,17120,16907,17543,18071,18424,19028,19312,19693,19383,19718
NUTS3,UKM94,South Ayrshire,D.4,"Property income, paid",488,538,503,604,567,521,536,698,784,945,1237,1166,441,315,295,315,284,363,395,309,249,351
NUTS3,UKM94,South Ayrshire,NA,Primary uses total,488,538,503,604,567,521,536,698,784,945,1237,1166,441,315,295,315,284,363,395,309,249,351
NUTS3,UKM94,South Ayrshire,B.5g,Balance of primary incomes,10710,11071,11382,12270,12856,13277,14021,15139,15556,16354,16848,17473,16679,16592,17247,17756,18140,18665,18916,19384,19135,19367
NUTS3,UKM94,South Ayrshire,D.61/D.62,Imputed social contributions/Social benefits received,2676,2752,2854,2924,3252,3545,3816,3977,4139,4416,4625,4974,5529,6099,6204,6514,6369,6408,6653,6440,6539,7075
NUTS3,UKM94,South Ayrshire,D.7,"Other current transfers, received",304,351,366,425,418,422,388,407,378,404,501,437,421,535,580,638,647,593,604,585,603,628
NUTS3,UKM94,South Ayrshire,NA,Secondary resources total,2980,3103,3220,3349,3670,3967,4205,4384,4517,4819,5126,5411,5950,6633,6784,7151,7016,7000,7257,7025,7142,7703
NUTS3,UKM94,South Ayrshire,D.5,"Current taxes on income, wealth etc",1345,1559,1737,1885,1891,1902,2071,2190,2348,2456,2619,2726,2456,2470,2510,2474,2564,2658,2630,2568,2589,2670
NUTS3,UKM94,South Ayrshire,D.61/D.62,Social contributions/Social benefits paid,2346,2363,2182,2427,2688,2884,3025,3479,3539,3730,3889,4051,3733,3693,4015,4306,3951,4111,4313,4388,4071,3746
NUTS3,UKM94,South Ayrshire,D.7,"Other current transfers, paid",369,426,440,504,504,527,515,551,534,561,649,605,621,762,775,788,835,789,806,806,824,829
NUTS3,UKM94,South Ayrshire,NA,Secondary uses total,4059,4349,4359,4816,5083,5312,5612,6221,6420,6747,7157,7382,6810,6924,7300,7568,7350,7558,7749,7762,7484,7245
NUTS3,UKM94,South Ayrshire,NA,Balance of secondary income,-1079,-1245,-1140,-1467,-1413,-1346,-1407,-1837,-1904,-1928,-2031,-1971,-860,-291,-516,-417,-334,-558,-491,-737,-342,458
NUTS3,UKM94,South Ayrshire,B.6g,Gross Disposable Income,9630,9826,10243,10803,11443,11931,12614,13302,13652,14426,14817,15502,15820,16301,16732,17339,17806,18108,18425,18647,18793,19825
NUTS3,UKM95,South Lanarkshire,B.2g,Operating surplus,956,1032,1107,1174,1194,1257,1291,1400,1410,1633,1543,1670,1383,1451,1532,1536,1500,1573,1674,1730,1815,1917
NUTS3,UKM95,South Lanarkshire,B.3g,Mixed income,693,721,708,769,838,883,910,954,1024,1097,1093,1082,1043,1050,1078,1130,1165,1218,1265,1244,1339,1447
NUTS3,UKM95,South Lanarkshire,D.1,Compensation of employees,7732,8398,8952,9340,9621,10027,10336,10905,11372,11638,12681,12884,12711,12978,13313,13688,14022,13867,13958,14265,14874,15082
NUTS3,UKM95,South Lanarkshire,D.4,"Property income, received",2262,2408,2221,2434,2317,2291,2234,2509,2714,2734,3253,3252,2551,2703,2576,2497,2419,2864,2952,2746,2494,2721
NUTS3,UKM95,South Lanarkshire,NA,Primary resources total,11643,12559,12988,13716,13971,14458,14771,15768,16520,17103,18569,18888,17688,18181,18499,18851,19107,19521,19848,19984,20522,21167
NUTS3,UKM95,South Lanarkshire,D.4,"Property income, paid",358,397,382,465,440,406,417,571,634,746,957,990,338,262,247,268,219,293,325,252,218,317
NUTS3,UKM95,South Lanarkshire,NA,Primary uses total,358,397,382,465,440,406,417,571,634,746,957,990,338,262,247,268,219,293,325,252,218,317
NUTS3,UKM95,South Lanarkshire,B.5g,Balance of primary incomes,11285,12162,12606,13251,13531,14052,14354,15197,15886,16356,17612,17898,17350,17919,18252,18583,18888,19228,19524,19732,20305,20850
NUTS3,UKM95,South Lanarkshire,D.61/D.62,Imputed social contributions/Social benefits received,2518,2601,2657,2808,2862,3147,3327,3563,3769,3912,4085,4264,4590,4872,5005,5136,5156,5163,5372,5423,5487,5983
NUTS3,UKM95,South Lanarkshire,D.7,"Other current transfers, received",276,323,337,391,391,395,358,378,350,371,465,413,396,496,544,601,606,555,568,549,588,614
NUTS3,UKM95,South Lanarkshire,NA,Secondary resources total,2794,2923,2993,3199,3254,3542,3685,3941,4119,4283,4550,4678,4986,5368,5549,5737,5762,5719,5940,5972,6075,6596
NUTS3,UKM95,South Lanarkshire,D.5,"Current taxes on income, wealth etc",1540,1930,1999,2073,2086,1996,2101,2249,2401,2419,2645,2763,2612,2594,2702,2766,2834,2662,2680,2679,2823,2867
NUTS3,UKM95,South Lanarkshire,D.61/D.62,Social contributions/Social benefits paid,2466,2721,2766,2818,2934,3033,3303,3562,3631,3927,4363,4224,4009,4430,4484,4508,4447,4731,4498,4706,4660,4702
NUTS3,UKM95,South Lanarkshire,D.7,"Other current transfers, paid",338,395,408,468,474,497,481,518,501,523,609,577,590,718,734,746,787,745,764,764,802,806
NUTS3,UKM95,South Lanarkshire,NA,Secondary uses total,4345,5046,5174,5358,5494,5525,5885,6330,6533,6869,7616,7563,7211,7742,7920,8020,8069,8138,7942,8148,8284,8375
NUTS3,UKM95,South Lanarkshire,NA,Balance of secondary income,-1550,-2123,-2180,-2159,-2241,-1983,-2200,-2390,-2414,-2586,-3066,-2885,-2226,-2374,-2371,-2283,-2306,-2419,-2002,-2177,-2210,-1778
NUTS3,UKM95,South Lanarkshire,B.6g,Gross Disposable Income,9735,10039,10426,11093,11290,12070,12154,12808,13471,13770,14546,15012,15124,15545,15881,16300,16581,16809,17521,17556,18095,19072
NUTS1,UKN,Northern Ireland,B.2g,Operating surplus,1238,1313,1355,1432,1473,1479,1469,1505,1503,1652,1615,1678,1409,1360,1424,1459,1492,1589,1608,1733,1840,1938
NUTS1,UKN,Northern Ireland,B.3g,Mixed income,1000,977,1076,1106,1119,1254,1332,1433,1611,1721,1634,1573,1511,1451,1466,1455,1514,1605,1646,1673,1794,1926
NUTS1,UKN,Northern Ireland,D.1,Compensation of employees,5971,6136,6630,6970,7374,7664,8025,8479,8858,9337,9788,9895,9775,10054,10329,10449,10688,10868,11134,11349,11802,12197
NUTS1,UKN,Northern Ireland,D.4,"Property income, received",2034,2030,1859,2167,2050,2215,2151,2349,2571,2601,3061,3052,2445,2518,2418,2235,2245,2507,2519,2495,2375,2439
NUTS1,UKN,Northern Ireland,NA,Primary resources total,10243,10456,10920,11675,12016,12612,12977,13766,14542,15312,16098,16198,15140,15384,15636,15597,15939,16569,16906,17251,17811,18500
NUTS1,UKN,Northern Ireland,D.4,"Property income, paid",351,387,365,436,411,376,386,504,635,671,944,1023,303,261,190,283,186,301,232,233,138,222
NUTS1,UKN,Northern Ireland,NA,Primary uses total,351,387,365,436,411,376,386,504,635,671,944,1023,303,261,190,283,186,301,232,233,138,222
NUTS1,UKN,Northern Ireland,B.5g,Balance of primary incomes,9892,10069,10556,11238,11605,12237,12591,13262,13907,14641,15154,15174,14837,15123,15446,15314,15752,16268,16675,17019,17674,18278
NUTS1,UKN,Northern Ireland,D.61/D.62,Imputed social contributions/Social benefits received,2104,2163,2100,2201,2240,2468,2828,3071,3375,3468,3634,3840,4090,4389,4467,4660,4789,4848,4881,4934,4968,5024
NUTS1,UKN,Northern Ireland,D.7,"Other current transfers, received",453,570,553,644,562,634,538,601,522,561,739,630,594,760,853,913,952,786,780,800,817,870
NUTS1,UKN,Northern Ireland,NA,Secondary resources total,2557,2733,2653,2845,2803,3102,3365,3671,3897,4028,4373,4469,4684,5149,5320,5574,5742,5634,5662,5734,5785,5894
NUTS1,UKN,Northern Ireland,D.5,"Current taxes on income, wealth etc",1105,1241,1317,1381,1449,1468,1602,1718,1811,1891,1972,2064,1976,1965,2052,1988,1949,1931,1989,2011,2071,2139
NUTS1,UKN,Northern Ireland,D.61/D.62,Social contributions/Social benefits paid,2118,2161,2170,2336,2445,2682,2804,3004,3215,3389,3671,3560,3385,3737,3720,3634,3656,3790,3691,3831,3817,3646
NUTS1,UKN,Northern Ireland,D.7,"Other current transfers, paid",509,635,617,714,638,728,653,733,666,704,874,784,779,972,1032,1047,1121,962,963,1000,1015,1046
NUTS1,UKN,Northern Ireland,NA,Secondary uses total,3732,4037,4104,4431,4532,4877,5059,5454,5692,5984,6517,6408,6139,6675,6805,6669,6726,6684,6643,6842,6903,6832
NUTS1,UKN,Northern Ireland,NA,Balance of secondary income,-1175,-1304,-1451,-1586,-1729,-1776,-1694,-1783,-1795,-1956,-2145,-1939,-1455,-1525,-1484,-1095,-984,-1050,-981,-1109,-1118,-938
NUTS1,UKN,Northern Ireland,B.6g,Gross Disposable Income,8717,8765,9105,9652,9876,10461,10898,11479,12113,12685,13009,13235,13382,13597,13962,14218,14769,15218,15694,15910,16556,17340
NUTS2,UKN0,Northern Ireland,B.2g,Operating surplus,1238,1313,1355,1432,1473,1479,1469,1505,1503,1652,1615,1678,1409,1360,1424,1459,1492,1589,1608,1733,1840,1938
NUTS2,UKN0,Northern Ireland,B.3g,Mixed income,1000,977,1076,1106,1119,1254,1332,1433,1611,1721,1634,1573,1511,1451,1466,1455,1514,1605,1646,1673,1794,1926
NUTS2,UKN0,Northern Ireland,D.1,Compensation of employees,5971,6136,6630,6970,7374,7664,8025,8479,8858,9337,9788,9895,9775,10054,10329,10449,10688,10868,11134,11349,11802,12197
NUTS2,UKN0,Northern Ireland,D.4,"Property income, received",2034,2030,1859,2167,2050,2215,2151,2349,2571,2601,3061,3052,2445,2518,2418,2235,2245,2507,2519,2495,2375,2439
NUTS2,UKN0,Northern Ireland,NA,Primary resources total,10243,10456,10920,11675,12016,12612,12977,13766,14542,15312,16098,16198,15140,15384,15636,15597,15939,16569,16906,17251,17811,18500
NUTS2,UKN0,Northern Ireland,D.4,"Property income, paid",351,387,365,436,411,376,386,504,635,671,944,1023,303,261,190,283,186,301,232,233,138,222
NUTS2,UKN0,Northern Ireland,NA,Primary uses total,351,387,365,436,411,376,386,504,635,671,944,1023,303,261,190,283,186,301,232,233,138,222
NUTS2,UKN0,Northern Ireland,B.5g,Balance of primary incomes,9892,10069,10556,11238,11605,12237,12591,13262,13907,14641,15154,15174,14837,15123,15446,15314,15752,16268,16675,17019,17674,18278
NUTS2,UKN0,Northern Ireland,D.61/D.62,Imputed social contributions/Social benefits received,2104,2163,2100,2201,2240,2468,2828,3071,3375,3468,3634,3840,4090,4389,4467,4660,4789,4848,4881,4934,4968,5024
NUTS2,UKN0,Northern Ireland,D.7,"Other current transfers, received",453,570,553,644,562,634,538,601,522,561,739,630,594,760,853,913,952,786,780,800,817,870
NUTS2,UKN0,Northern Ireland,NA,Secondary resources total,2557,2733,2653,2845,2803,3102,3365,3671,3897,4028,4373,4469,4684,5149,5320,5574,5742,5634,5662,5734,5785,5894
NUTS2,UKN0,Northern Ireland,D.5,"Current taxes on income, wealth etc",1105,1241,1317,1381,1449,1468,1602,1718,1811,1891,1972,2064,1976,1965,2052,1988,1949,1931,1989,2011,2071,2139
NUTS2,UKN0,Northern Ireland,D.61/D.62,Social contributions/Social benefits paid,2118,2161,2170,2336,2445,2682,2804,3004,3215,3389,3671,3560,3385,3737,3720,3634,3656,3790,3691,3831,3817,3646
NUTS2,UKN0,Northern Ireland,D.7,"Other current transfers, paid",509,635,617,714,638,728,653,733,666,704,874,784,779,972,1032,1047,1121,962,963,1000,1015,1046
NUTS2,UKN0,Northern Ireland,NA,Secondary uses total,3732,4037,4104,4431,4532,4877,5059,5454,5692,5984,6517,6408,6139,6675,6805,6669,6726,6684,6643,6842,6903,6832
NUTS2,UKN0,Northern Ireland,NA,Balance of secondary income,-1175,-1304,-1451,-1586,-1729,-1776,-1694,-1783,-1795,-1956,-2145,-1939,-1455,-1525,-1484,-1095,-984,-1050,-981,-1109,-1118,-938
NUTS2,UKN0,Northern Ireland,B.6g,Gross Disposable Income,8717,8765,9105,9652,9876,10461,10898,11479,12113,12685,13009,13235,13382,13597,13962,14218,14769,15218,15694,15910,16556,17340
NUTS3,UKN06,Belfast,B.2g,Operating surplus,1377,1455,1501,1609,1651,1669,1608,1643,1511,1653,1614,1662,1394,1324,1354,1333,1368,1458,1483,1582,1666,1750
NUTS3,UKN06,Belfast,B.3g,Mixed income,942,946,944,930,952,1085,1115,1107,1191,1290,1213,1248,1266,1222,1231,1249,1306,1383,1411,1381,1465,1572
NUTS3,UKN06,Belfast,D.1,Compensation of employees,7123,7332,7879,8331,8739,8867,8892,9212,9470,9965,10207,10839,10636,10852,10945,11179,11455,11230,11163,11267,11705,12109
NUTS3,UKN06,Belfast,D.4,"Property income, received",1859,1829,1724,1996,1911,1990,1895,2072,2230,2251,2644,2712,2059,2269,2048,1956,2125,2327,2296,2310,2009,1947
NUTS3,UKN06,Belfast,NA,Primary resources total,11301,11561,12047,12865,13253,13610,13510,14034,14402,15159,15679,16462,15355,15666,15577,15717,16254,16398,16353,16541,16845,17378
NUTS3,UKN06,Belfast,D.4,"Property income, paid",390,428,403,488,459,422,420,548,637,670,943,1013,299,253,180,258,170,275,213,211,123,198
NUTS3,UKN06,Belfast,NA,Primary uses total,390,428,403,488,459,422,420,548,637,670,943,1013,299,253,180,258,170,275,213,211,123,198
NUTS3,UKN06,Belfast,B.5g,Balance of primary incomes,10911,11134,11644,12377,12794,13188,13090,13487,13765,14490,14736,15449,15057,15413,15398,15459,16084,16122,16140,16330,16722,17180
NUTS3,UKN06,Belfast,D.61/D.62,Imputed social contributions/Social benefits received,2543,2615,2573,2715,2715,2919,3230,3484,3791,3862,4060,4258,4469,4730,4745,4888,5047,5071,5081,5088,5128,5196
NUTS3,UKN06,Belfast,D.7,"Other current transfers, received",477,605,583,687,588,660,549,608,523,534,707,627,580,706,792,867,903,729,715,737,709,759
NUTS3,UKN06,Belfast,NA,Secondary resources total,3021,3221,3156,3401,3304,3579,3779,4092,4314,4396,4767,4885,5049,5437,5537,5755,5950,5800,5796,5825,5837,5955
NUTS3,UKN06,Belfast,D.5,"Current taxes on income, wealth etc",1326,1541,1627,1708,1782,1747,1799,1901,1996,2073,2111,2308,2229,2165,2226,2199,2131,1978,1930,1949,1976,2033
NUTS3,UKN06,Belfast,D.61/D.62,Social contributions/Social benefits paid,2189,2156,2224,2424,2547,2671,2736,2931,3124,3346,3601,3706,3289,3813,3589,3589,3865,3893,3696,3827,3721,3456
NUTS3,UKN06,Belfast,D.7,"Other current transfers, paid",536,674,650,759,666,756,666,743,670,681,846,786,770,923,976,1004,1076,909,902,941,911,940
NUTS3,UKN06,Belfast,NA,Secondary uses total,4051,4371,4500,4891,4995,5174,5202,5575,5790,6100,6558,6800,6289,6901,6791,6792,7072,6781,6527,6718,6609,6429
NUTS3,UKN06,Belfast,NA,Balance of secondary income,-1031,-1150,-1345,-1489,-1691,-1595,-1423,-1484,-1475,-1704,-1791,-1915,-1240,-1464,-1254,-1037,-1122,-981,-731,-893,-772,-474
NUTS3,UKN06,Belfast,B.6g,Gross Disposable Income,9881,9984,10299,10888,11103,11593,11667,12003,12290,12785,12945,13533,13817,13948,14144,14422,14962,15142,15409,15437,15950,16706
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",B.2g,Operating surplus,1069,1137,1180,1120,1272,1278,1236,1361,1270,1474,1531,1512,1251,1244,1284,1165,1312,1405,1467,1629,1724,1817
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",B.3g,Mixed income,1166,1126,1262,1274,1276,1399,1476,1635,1839,1962,1858,1732,1620,1542,1542,1484,1570,1679,1738,1647,1725,1848
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",D.1,Compensation of employees,5667,5886,6369,6643,7036,7326,7805,8277,8653,9283,9817,9875,9691,10168,10381,10315,10620,11351,11908,11847,12468,13052
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",D.4,"Property income, received",2243,2253,2054,2271,2222,2351,2270,2496,2676,2737,3200,3251,2614,2796,2586,2253,2303,2626,2612,2513,2398,2530
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",NA,Primary resources total,10145,10402,10865,11308,11806,12354,12787,13769,14438,15456,16406,16370,15176,15750,15794,15217,15804,17060,17724,17636,18315,19247
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",D.4,"Property income, paid",303,335,318,343,356,326,326,457,538,599,896,922,269,239,172,227,164,267,212,219,130,210
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",NA,Primary uses total,303,335,318,343,356,326,326,457,538,599,896,922,269,239,172,227,164,267,212,219,130,210
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",B.5g,Balance of primary incomes,9842,10067,10547,10965,11451,12029,12461,13312,13900,14856,15510,15448,14907,15511,15622,14990,15640,16794,17513,17417,18185,19037
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",D.61/D.62,Imputed social contributions/Social benefits received,1981,2028,1963,2028,2075,2327,2649,2861,3193,3305,3441,3645,3900,4249,4327,4513,4666,4659,4504,4473,4468,4453
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",D.7,"Other current transfers, received",453,569,552,639,557,628,534,601,519,572,752,633,601,785,881,931,973,804,801,814,846,899
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",NA,Secondary resources total,2434,2597,2515,2668,2632,2954,3183,3462,3711,3877,4193,4278,4500,5034,5208,5444,5638,5463,5305,5288,5314,5352
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",D.5,"Current taxes on income, wealth etc",1050,1178,1257,1309,1367,1391,1546,1650,1734,1864,1947,2010,1924,1945,2054,1960,1919,2031,2197,2123,2214,2302
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",D.61/D.62,Social contributions/Social benefits paid,2140,2206,2214,2334,2541,2743,2865,3087,3284,3464,3719,3651,3411,4012,3826,3509,3597,3846,3845,3961,3973,3980
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",D.7,"Other current transfers, paid",507,633,615,707,631,719,647,731,660,712,884,784,782,993,1055,1059,1135,974,976,1007,1037,1069
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",NA,Secondary uses total,3697,4018,4085,4350,4539,4852,5058,5468,5678,6040,6550,6445,6117,6950,6935,6528,6652,6851,7018,7091,7224,7351
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",NA,Balance of secondary income,-1263,-1421,-1571,-1682,-1907,-1898,-1875,-2006,-1966,-2163,-2357,-2166,-1616,-1917,-1727,-1085,-1013,-1388,-1713,-1804,-1910,-2000
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",B.6g,Gross Disposable Income,8579,8646,8976,9282,9544,10130,10586,11306,11934,12693,13154,13281,13291,13594,13894,13905,14626,15406,15799,15613,16275,17037
NUTS3,UKN08,"Newry, Mourne and Down",B.2g,Operating surplus,1246,1339,1377,1497,1489,1495,1476,1445,1614,1757,1608,1802,1500,1372,1484,1481,1454,1664,1634,1745,1857,1977
NUTS3,UKN08,"Newry, Mourne and Down",B.3g,Mixed income,1158,1119,1244,1296,1297,1430,1528,1702,1984,2095,1955,1858,1733,1640,1660,1618,1665,1812,1846,2008,2206,2380
NUTS3,UKN08,"Newry, Mourne and Down",D.1,Compensation of employees,5240,5464,5922,6240,6618,6856,7355,7813,8191,8799,9248,9195,9071,9328,9700,9743,10047,9943,9820,10164,10519,10753
NUTS3,UKN08,"Newry, Mourne and Down",D.4,"Property income, received",2127,2146,1954,2190,2109,2265,2226,2453,2649,2715,3179,3192,2531,2539,2542,2337,2373,2663,2577,2595,2416,2425
NUTS3,UKN08,"Newry, Mourne and Down",NA,Primary resources total,9772,10068,10497,11223,11514,12046,12585,13413,14439,15366,15990,16048,14835,14877,15386,15179,15539,16081,15877,16512,16998,17534
NUTS3,UKN08,"Newry, Mourne and Down",D.4,"Property income, paid",354,395,371,457,415,380,388,484,682,713,940,1099,322,263,198,288,182,315,235,234,139,227
NUTS3,UKN08,"Newry, Mourne and Down",NA,Primary uses total,354,395,371,457,415,380,388,484,682,713,940,1099,322,263,198,288,182,315,235,234,139,227
NUTS3,UKN08,"Newry, Mourne and Down",B.5g,Balance of primary incomes,9419,9674,10126,10767,11098,11666,12197,12928,13757,14652,15050,14949,14513,14614,15188,14891,15358,15766,15641,16277,16859,17308
NUTS3,UKN08,"Newry, Mourne and Down",D.61/D.62,Imputed social contributions/Social benefits received,2057,2116,2045,2087,2119,2339,2689,2899,3212,3301,3443,3625,3866,4188,4279,4488,4607,4649,4581,4585,4562,4570
NUTS3,UKN08,"Newry, Mourne and Down",D.7,"Other current transfers, received",444,559,543,632,550,618,530,596,520,571,743,626,593,773,869,919,956,784,777,794,824,879
NUTS3,UKN08,"Newry, Mourne and Down",NA,Secondary resources total,2501,2675,2588,2719,2669,2957,3219,3495,3731,3872,4185,4250,4459,4961,5148,5407,5562,5432,5358,5378,5386,5449
NUTS3,UKN08,"Newry, Mourne and Down",D.5,"Current taxes on income, wealth etc",963,1087,1164,1220,1274,1293,1452,1561,1641,1758,1840,1888,1820,1836,1948,1860,1806,1767,1727,1787,1848,1909
NUTS3,UKN08,"Newry, Mourne and Down",D.61/D.62,Social contributions/Social benefits paid,2038,2122,2112,2259,2417,2623,2767,2966,3164,3357,3594,3472,3262,3480,3593,3520,3633,3709,3495,3800,3641,3264
NUTS3,UKN08,"Newry, Mourne and Down",D.7,"Other current transfers, paid",496,620,604,697,622,707,639,722,657,708,871,773,771,978,1041,1046,1117,952,951,985,1014,1048
NUTS3,UKN08,"Newry, Mourne and Down",NA,Secondary uses total,3498,3829,3879,4176,4313,4622,4858,5249,5462,5824,6305,6133,5853,6294,6582,6425,6556,6428,6173,6572,6503,6222
NUTS3,UKN08,"Newry, Mourne and Down",NA,Balance of secondary income,-996,-1154,-1291,-1457,-1644,-1665,-1639,-1754,-1731,-1951,-2119,-1883,-1394,-1333,-1434,-1018,-994,-996,-815,-1193,-1116,-772
NUTS3,UKN08,"Newry, Mourne and Down",B.6g,Gross Disposable Income,8422,8520,8835,9310,9454,10001,10558,11174,12026,12701,12931,13066,13119,13281,13754,13873,14364,14770,14826,15084,15742,16535
NUTS3,UKN09,Ards and North Down,B.2g,Operating surplus,1587,1662,1694,1755,1863,1870,1777,1708,1747,1886,1928,2065,1758,1746,1834,1896,1937,2083,2019,2144,2256,2365
NUTS3,UKN09,Ards and North Down,B.3g,Mixed income,1032,1008,1133,1163,1163,1280,1345,1409,1557,1667,1627,1580,1529,1464,1476,1480,1548,1633,1659,1784,1914,2040
NUTS3,UKN09,Ards and North Down,D.1,Compensation of employees,6735,6889,7406,7792,8242,8673,9119,9625,9983,10417,10994,11226,11043,11225,11542,11667,11810,11901,11764,11826,12265,12507
NUTS3,UKN09,Ards and North Down,D.4,"Property income, received",2296,2240,2057,2463,2281,2445,2392,2576,2753,2767,3325,3323,2640,2561,2448,2274,2141,2446,2630,2607,2658,2774
NUTS3,UKN09,Ards and North Down,NA,Primary resources total,11649,11798,12290,13174,13548,14269,14633,15317,16040,16736,17875,18194,16970,16996,17300,17317,17436,18062,18072,18361,19092,19686
NUTS3,UKN09,Ards and North Down,D.4,"Property income, paid",449,489,455,534,518,474,465,570,737,765,1127,1259,377,334,244,368,241,394,290,287,167,269
NUTS3,UKN09,Ards and North Down,NA,Primary uses total,449,489,455,534,518,474,465,570,737,765,1127,1259,377,334,244,368,241,394,290,287,167,269
NUTS3,UKN09,Ards and North Down,B.5g,Balance of primary incomes,11200,11310,11835,12640,13030,13795,14168,14747,15303,15971,16748,16935,16593,16662,17056,16949,17196,17669,17782,18074,18925,19417
NUTS3,UKN09,Ards and North Down,D.61/D.62,Imputed social contributions/Social benefits received,2029,2085,2011,2126,2166,2445,2773,3034,3350,3485,3679,3921,4189,4505,4609,4841,5055,5111,5475,5777,6035,6251
NUTS3,UKN09,Ards and North Down,D.7,"Other current transfers, received",483,610,585,685,592,674,566,628,539,589,785,667,631,813,910,971,1015,843,829,847,863,914
NUTS3,UKN09,Ards and North Down,NA,Secondary resources total,2513,2695,2596,2811,2759,3118,3339,3662,3889,4074,4464,4588,4820,5318,5519,5811,6069,5954,6303,6625,6898,7165
NUTS3,UKN09,Ards and North Down,D.5,"Current taxes on income, wealth etc",1297,1432,1513,1590,1675,1719,1883,2003,2089,2160,2288,2415,2285,2275,2381,2301,2282,2305,2369,2391,2392,2428
NUTS3,UKN09,Ards and North Down,D.61/D.62,Social contributions/Social benefits paid,2335,2322,2354,2554,2646,2974,3125,3356,3522,3670,4012,3894,3783,3938,3960,3866,3647,3881,3896,3984,4116,3893
